"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
355,0.6,0.2,0.25,0,2,0.4,"relu",0.3,0.9,0.765366263945625,-31.6858168177517,0.211520279928265,1.6907270395802,0.102314678112243,0.392106406084882,0,0.639639008560116,-9.15446943505727,0.0157305499989602,1.29830660631977,0.0505969613495286,0.203485248622457,15.6
356,0.8,0.2,1,0.5,2,0.3,"relu",0.1,0.3,0.812375145877261,-29.5679023350501,0.293571187504578,2.14601553334548,0.150312946666544,0.471008901530567,0,0.655819039133978,-9.23552804098918,-0.0169622210131226,1.44735647407359,0.0690317871260319,0.239392479264827,11.6
357,0.4,0.6,0,0.5,2,0.2,"relu",0,0,0.846809686149583,-27.7137900347158,0.359709880242518,2.56565535819668,0.195475057803143,0.530999130674917,0,0.62724360253545,-9.84160494341307,-0.154209040156173,1.43547667489166,0.0682334548055191,0.182914688545152,18.4
358,1,0.6,0,0,1,0.3,"relu",0.6,0.2,0.861535109010185,-26.649471173995,0.394667361215968,2.98400665984483,0.224234071702341,0.563577288501953,0,0.643425507052858,-9.61194970463359,-0.135119489091913,1.57339720839311,0.0842201388474682,0.214574146853275,15.8
359,0.2,0,1,0.75,2,0.4,"relu",0.8,0.8,0.770188256133453,-31.5365299147024,0.212579348730269,1.65541894038069,0.104085679742142,0.39814308816754,0.2,0.634727030616001,-9.17654818044293,0.0142860414868256,1.27805372481948,0.0517275272122335,0.20264483188647,16
360,0.4,0.4,1,0.25,1,0.1,"relu",0.6,1,0.890228936167777,-24.3262307823374,0.473823026359461,4.09704426600884,0.280295654039709,0.623057130983481,0,0.655204899224164,-10.434987245154,-0.446251212673036,1.71192763593839,0.0908572921587078,0.225658662684042,14.6
361,0.2,0.4,0.75,0.5,2,0.1,"relu",0.6,1,0.877442532384337,-25.2821002031681,0.440921362744721,3.52862380203248,0.256028990993585,0.597012994518432,0,0.659181846332837,-9.88324590834716,-0.228361589632024,1.67052950401376,0.0948943021539911,0.234451552625933,13.8
362,0.4,0.4,1,0.75,2,0.4,"relu",0.8,0.6,0.776361962332608,-31.196427285707,0.226895219493693,1.7529089398083,0.112539145534694,0.408895186699677,0,0.636755619839692,-9.16151969475631,0.0243902858226193,1.31887118173862,0.0532103698403498,0.203260621317492,15.8
363,0,0.2,0.25,0.5,1,0.2,"relu",0.9,1,0.877507734850953,-25.9784057086306,0.422850885253723,3.24276086712335,0.224455350369412,0.592489141893093,0,0.65181221762017,-9.9217716128562,-0.200656170452579,1.55326564416883,0.0754919512002474,0.227515328309389,13
364,0.6,0,1,0.5,1,0.4,"relu",0.1,0.9,0.806050131778098,-30.1119163840774,0.270705094080375,1.96448383781079,0.138053005879022,0.457079067016507,0,0.656258582985929,-9.10332669481148,0.0148649698394961,1.35885947216106,0.062392965179032,0.23181361818357,13
