"lambda.env","alpha.env","lambda.sp","alpha.sp","lambda.bio","alpha.bio","drop","hidden","loglike","loss","AUC.explain","AUC.test","ll.explain","ll.test","nagel.explain","nagel.test"
0.3,0.9,0.3,0.4,0.9,0.9,0.3,"2",5412.48486328125,85.103,0.72159803421304,0.620581407083965,-89.0181172194875,-93.9136052957035,0.282451571956101,0.114508900607465
0.3,0.9,0.3,0.4,0.6,0.2,0.4,"2",5549.8955078125,94.776,0.687701188285401,0.606952641939854,-91.8898562608039,-99.1346146609649,0.252713861683623,0.0185411590405275
0.3,0.9,0.3,0.5,0.5,0.7,0.2,"2",4870.52001953125,117.505,0.80480125342231,0.644049786560177,-80.4394075208958,-107.861821424991,0.373146805332918,-0.13392765591345
0.3,0.9,0.3,0.5,0.5,0.6,0.3,"2",5156.65185546875,84.847,0.754249262103445,0.637002633192957,-85.7081582360286,-98.642131504057,0.319017907478643,-0.0329458853769838
0.3,0.9,0.3,0.5,1,0.7,0.4,"2",5581.875,90.882,0.680269558521204,0.591140737715759,-91.8531429423911,-93.9665176767943,0.255697448385981,0.115529848356193
0.3,0.9,0.3,0.6,0.1,0.7,0.2,"2",4849.01904296875,77.105,0.814897809658321,0.654759381019505,-79.8358497835804,-100.000013309377,0.375520277232582,-0.0252883865871588
0.3,0.9,0.3,0.6,0.8,0,0.3,"2",5206.87451171875,83.084,0.750216984126633,0.636737176715331,-86.0875615620629,-98.2668220659125,0.319001581622116,0.0524775055823487
0.3,0.9,0.3,0.6,0.2,0.5,0.4,"2",5797.2451171875,89.246,0.640811616500915,0.560062529727385,-94.9324546850784,-95.6602295270736,0.219517502400049,0.103744857598545
0.3,1,0.01,0.4,0.5,0.3,0.2,"2",4574.70263671875,75.587,0.84963505632374,0.652743496518006,-75.0085606598557,-104.388730862734,0.426594626725117,-0.0222083751666997
0.3,1,0.01,0.4,0.9,0.5,0.3,"2",4959.6962890625,79.767,0.80513826824654,0.640993582547824,-81.0510885452083,-95.5591411014706,0.364139045257716,0.107109783862608
0.3,1,0.01,0.4,0.1,0.3,0.4,"2",5260.85888671875,92.828,0.729575503361628,0.599706824091415,-87.812278091742,-96.650894143168,0.306321618809603,0.106175021029593
0.3,1,0.01,0.5,1,0.7,0.2,"2",4534.9853515625,73.474,0.85467806706878,0.661638623603671,-73.8167264524324,-102.279040872616,0.434847721779937,-0.0219806357547596
0.3,1,0.01,0.5,0.2,0.1,0.3,"2",4948.8173828125,79.56,0.799520857567355,0.590798823346777,-81.2205429914579,-108.307156223176,0.362326201034225,-0.0965310219791521
0.3,1,0.01,0.5,1,0.2,0.4,"2",5285.3779296875,84.55,0.761561448214463,0.598333657635661,-85.3051542239301,-98.632090768459,0.320901097202225,0.0740795960945727
0.3,1,0.01,0.6,0.7,0,0.2,"2",4701.1064453125,76.194,0.839626230101434,0.630679675322152,-76.6157648676566,-103.222435915129,0.409586406641787,-0.0174334424496928
0.3,1,0.01,0.6,0.3,0.7,0.3,"2",5028.7158203125,81.097,0.781735903879642,0.653126166877233,-83.0348876191753,-96.7918659701396,0.350719609114277,0.0842726491563554
0.3,1,0.01,0.6,0.6,0.5,0.4,"2",5305.853515625,84.204,0.751202722116571,0.623279050367712,-85.8271656074763,-96.0264036973844,0.317874980193216,0.0986751705439802
0.3,1,0.155,0.4,1,0.3,0.2,"2",4806.6142578125,77.9,0.821087065561024,0.646286258153532,-79.086026107508,-105.351513346407,0.381770844806481,-0.201578958123313
0.3,1,0.155,0.4,0.1,1,0.3,"2",4856.08935546875,79.246,0.737573814184883,0.582995363288948,-87.2673669814983,-97.5867991173636,0.300534080056471,0.0633065060940205
0.3,1,0.155,0.4,1,0.5,0.4,"2",5572.28369140625,90.842,0.671874813570233,0.615093613839351,-92.5292514360566,-91.9448100182217,0.249087373167097,0.147232632880605
0.3,1,0.155,0.5,0,0,0.2,"2",4589.46826171875,64.307,0.754638003152447,0.610828107827255,-88.6565162738489,-96.0365577531072,0.291037000014251,0.0883243340221534
0.3,1,0.155,0.5,0.3,0,0.3,"2",5189.05859375,86.581,0.76042673344199,0.617231195362056,-85.2801865697384,-95.0275032355551,0.325949793496719,0.0920142422394939
0.3,1,0.155,0.5,0.2,0.9,0.4,"2",5360.24462890625,90.391,0.693880844410918,0.58516746045625,-90.6504862604323,-101.399214319601,0.272986295011708,0.0108348885239325
0.3,1,0.155,0.6,0.4,0.6,0.2,"2",4846.1640625,76.839,0.819915442539322,0.667479344967889,-79.5173852540831,-102.642930763862,0.377178499350122,-0.0671143070037967
0.3,1,0.155,0.6,0.3,0.4,0.3,"2",5165.99267578125,83.672,0.767717811276577,0.642143038535302,-85.2507424428384,-91.1926541728356,0.322630690324913,0.14724935663381
0.3,1,0.155,0.6,0.7,0.5,0.4,"2",5521.3330078125,94.717,0.691059770474635,0.588452250916019,-91.9587332582646,-94.2439956454202,0.258595227144614,0.119607013413228
0.3,1,0.3,0.4,0.9,0.4,0.2,"2",5109.27197265625,82.673,0.77250389485109,0.612398950568708,-84.5967062335418,-105.387152622773,0.329716283993865,-0.160020589986185
0.3,1,0.3,0.4,0.7,0.4,0.3,"2",5263.232421875,82.011,0.731178950822799,0.62628235007391,-87.4876738230691,-93.4995068618535,0.298757399449846,0.130597903718608
0.3,1,0.3,0.4,0,0.7,0.4,"2",5004.021484375,70.149,0.662603116041557,0.567695381861516,-98.0495540177079,-98.5312657109482,0.219140418890034,0.0945024482906842
0.3,1,0.3,0.5,0.7,1,0.2,"2",4730.771484375,77.544,0.78696987132273,0.63168783383031,-82.3491926376792,-110.712295747328,0.352071959735413,-0.329905224040029
0.3,1,0.3,0.5,1,0.3,0.3,"2",5254.70458984375,84.055,0.744177827752217,0.649807886277942,-86.8540227257671,-93.4279597958334,0.306836218081374,0.117553002857428
0.3,1,0.3,0.5,0.3,0.6,0.4,"2",5582.31103515625,89.385,0.666185464490543,0.593236693427976,-93.1239219539997,-92.9889851548457,0.244836621073162,0.120369652048751
0.3,1,0.3,0.6,0.1,0.8,0.2,"2",4892.4970703125,82.025,0.798253096850445,0.605428709441391,-81.8139214711476,-109.847543751293,0.36235016735495,-0.264974140611529
0.3,1,0.3,0.6,0.6,0.1,0.3,"2",5378.12158203125,85.17,0.704866960721038,0.582758163953283,-89.2733323131737,-96.6696541500169,0.282915951959638,0.0849771044881201
0.3,1,0.3,0.6,0.6,0.7,0.4,"2",5561.556640625,88.194,0.671911567901747,0.574031876939486,-92.4046238929095,-94.8950374668161,0.249221405850285,0.119524018928592
