"lambda.env","alpha.env","lambda.sp","alpha.sp","lambda.bio","alpha.bio","drop","hidden","loglike","loss","AUC.explain","AUC.test","ll.explain","ll.test","nagel.explain","nagel.test"
0.155,1,0.155,0.5,0.4,0.6,0.4,"1",5453.52978515625,88.494,0.712837078206416,0.574702809898888,-89.3794780861906,-94.3479971402039,0.279340475831123,0.133912056290273
0.155,1,0.155,0.6,0.3,0,0.2,"1",4995.04638671875,80.841,0.789361091536896,0.639352384259673,-82.1512406644546,-95.10056784449,0.350733159844821,0.113341200609826
0.155,1,0.155,0.6,0.6,0.1,0.3,"1",5037.08984375,83.199,0.773337497471223,0.611304564428499,-84.4549677306405,-100.827684705285,0.329396518445199,0.0113511126861675
0.155,1,0.155,0.6,0.7,0,0.4,"1",5366.26416015625,87.684,0.716984239965824,0.558648236886728,-88.9750939111901,-96.1235846326303,0.285817856258605,0.11118344973006
0.155,1,0.3,0.4,0.1,0.4,0.2,"1",4696.16455078125,78.192,0.818322592645369,0.623522953357779,-79.5805956680097,-99.9951669133197,0.379368426024377,0.0241261693388581
0.155,1,0.3,0.4,0.5,0.1,0.3,"1",5027.955078125,82.02,0.768019568200243,0.62583027329937,-83.499833114827,-101.535139445924,0.339885262816856,-0.0139316625773243
0.155,1,0.3,0.4,0.8,0.6,0.4,"1",5302.8759765625,86.435,0.722429428667524,0.601271163753048,-89.7415693742747,-95.8695302661328,0.277476629082639,0.0793305890384036
0.155,1,0.3,0.5,0.4,0.3,0.2,"1",5116.10498046875,86.881,0.759109441484056,0.608434658273746,-85.1863855741959,-102.144477455518,0.326515607698503,-0.00926479708968237
0.155,1,0.3,0.5,1,0.3,0.3,"1",5028.1357421875,82.875,0.750412688025008,0.656637878112463,-86.2626060156664,-106.293558860014,0.31391717391144,-0.153598310828932
0.155,1,0.3,0.5,0.2,0.5,0.4,"1",5339.0966796875,100.928,0.71845967723576,0.609078359359689,-90.7738934321269,-96.9534137227545,0.275223073086507,0.0352920832658476
0.155,1,0.3,0.6,1,0.7,0.2,"1",4695.03466796875,149.486,0.818274830730114,0.647334318583519,-78.4572358934278,-106.285106753464,0.389873715838696,-0.21405404678959
0.155,1,0.3,0.6,0.5,0.3,0.3,"1",5014.13916015625,82.231,0.781859016389653,0.639257645308104,-83.2472086791413,-102.2405670882,0.341194551553489,-0.111620199710647
0.155,1,0.3,0.6,0.6,0.2,0.4,"1",5394.1416015625,85.722,0.69708891602344,0.57197839601985,-90.2701392573745,-97.0802599877656,0.274688958202101,0.0911796471405557
0.3,0.8,0.01,0.4,1,0.7,0.2,"1",4299.68505859375,71.012,0.8698702128448,0.620871892899813,-72.154471680987,-111.509693177495,0.452374182884492,-0.153673397072559
0.3,0.8,0.01,0.4,0.9,0.3,0.3,"1",4861.470703125,80.435,0.812789340561298,0.64526155102988,-80.438249764684,-97.3595632325622,0.372006387548063,0.0615098890431363
0.3,0.8,0.01,0.4,0.9,1,0.4,"1",4945.634765625,80.371,0.770559805457583,0.619620716480797,-84.7907066578182,-96.1016796221181,0.329990482685292,0.115643399132937
0.3,0.8,0.01,0.5,0.9,0.4,0.2,"1",4346.66259765625,70.798,0.871547589212299,0.638570041424901,-71.0151060278642,-99.318077997992,0.463155718661032,0.0400672282056918
0.3,0.8,0.01,0.5,0.2,0.5,0.3,"1",4883.25048828125,79.86,0.797062277542598,0.634089206690976,-81.3616733139119,-99.9230517414556,0.363232144163364,0.0325976695604729
0.3,0.8,0.01,0.5,0,0.3,0.4,"1",4658.04541015625,66.507,0.757711347265784,0.634186800124034,-90.2148188609228,-95.374976304059,0.295187999053158,0.0800090698406572
0.3,0.8,0.01,0.6,0.2,0.6,0.2,"1",4465.62890625,74.898,0.853812666079329,0.669845311121419,-73.833471905848,-103.073794241521,0.434202049197844,-0.0295623423632229
0.3,0.8,0.01,0.6,0.8,1,0.3,"1",4661.10009765625,76.676,0.825096242889088,0.662889535671931,-78.5697433659765,-94.7010925902208,0.389214497489913,0.131006537797849
0.3,0.8,0.01,0.6,0.6,0.9,0.4,"1",5108.626953125,87.984,0.77209573503007,0.624018435603581,-84.2253571137072,-95.5308926649292,0.337732674050378,0.107297455017044
0.3,0.8,0.155,0.4,0.7,0.9,0.2,"1",4918.8623046875,82.186,0.794308357920022,0.642240301643275,-81.8172792319186,-106.246545572396,0.354932673911902,-0.0511298936794464
0.3,0.8,0.155,0.4,0.9,0.5,0.3,"1",5067.88623046875,177.433,0.779681327517124,0.626712871290876,-83.5315503592037,-105.224382357876,0.336133410896653,-0.151277170387025
0.3,0.8,0.155,0.4,0.1,0.1,0.4,"1",5433.40673828125,90.056,0.694855908188273,0.560285467488686,-91.3772591254583,-100.067463410892,0.263383124679398,0.0479271105169909
0.3,0.8,0.155,0.5,0.2,0.1,0.2,"1",4592.45263671875,78.359,0.848280445843536,0.651206588062406,-75.4470460407821,-102.311711924279,0.417553318040327,-0.120917439518414
0.3,0.8,0.155,0.5,0.6,0.6,0.3,"1",5083.5380859375,83.121,0.758899628067125,0.630701146896266,-85.145501774463,-103.792823076281,0.328800870297642,-0.0627474201409118
0.3,0.8,0.155,0.5,0.8,0.1,0.4,"1",5343.232421875,85.285,0.7066550618144,0.590915799866674,-90.3232954449677,-100.342603542478,0.27702839323152,0.00859398220628804
0.3,0.8,0.155,0.6,0.8,0.9,0.2,"1",4613.30322265625,76.126,0.826865084436103,0.651506889829567,-77.6162159696413,-103.695414461932,0.403018788793301,-0.0454673904837675
0.3,0.8,0.155,0.6,1,0.5,0.3,"1",4986.408203125,175.766,0.792817362723946,0.650095222457754,-82.2031439848371,-101.416179619111,0.351354785044273,-0.064749180624613
0.3,0.8,0.155,0.6,0.4,0.8,0.4,"1",5330.22119140625,89.532,0.723042165144561,0.600606381872366,-88.7495345145922,-95.852836576448,0.29404993833125,0.0914488276088363
0.3,0.8,0.3,0.4,0,0.1,0.2,"1",4252.9677734375,61.028,0.812044224056568,0.622895090211799,-81.5518420466149,-103.866737639415,0.367869969496198,-0.0652017853662202
0.3,0.8,0.3,0.4,0.3,1,0.3,"1",4657.890625,79.287,0.778549687759689,0.640411794837413,-83.5073278680834,-102.653400265569,0.345543947998405,-0.142578539978652
0.3,0.8,0.3,0.4,0.2,0.2,0.4,"1",5330.68212890625,87.511,0.704098249024946,0.580962088986918,-90.0582494085373,-104.14506843443,0.277290999821037,-0.156986513611262
0.3,0.8,0.3,0.5,0,0.2,0.2,"1",4323.39208984375,63.559,0.806727922140967,0.621279105167905,-82.2483286788585,-109.087947596547,0.356320934115099,-0.227748744413373
0.3,0.8,0.3,0.5,0.9,0.6,0.3,"1",5051.6884765625,84.659,0.775272086386862,0.644154546956391,-84.0889531227796,-102.397418219776,0.331505376756947,-0.106951913414205
0.3,0.8,0.3,0.5,0.2,1,0.4,"1",4955.876953125,83.108,0.705920959248528,0.606609512925583,-90.9573880806622,-97.7687791100198,0.270361333977607,0.0771511256356477
0.3,0.8,0.3,0.6,0.7,0.2,0.2,"1",4682.22607421875,104.009,0.827968972922522,0.647824136785667,-77.4574127338357,-106.992796649642,0.402710498833165,-0.24818040796294
0.3,0.8,0.3,0.6,0.3,0.2,0.3,"1",4915.70458984375,84.157,0.79337285212449,0.615625107236627,-82.334449909002,-109.060346298172,0.353470241004777,-0.291622775540592
0.3,0.8,0.3,0.6,0.2,0.3,0.4,"1",5558.51025390625,91.928,0.674040287130576,0.606823729004569,-92.9745455106253,-96.6595625645273,0.244445198506657,0.0377837798274012
0.3,0.9,0.01,0.4,0.8,0.7,0.2,"1",4439.08837890625,89.534,0.849798786357793,0.644104945920803,-73.8693395735973,-107.786961620492,0.432760748655316,-0.0866097261070714
0.3,0.9,0.01,0.4,0.3,0.7,0.3,"1",4794.14990234375,80.808,0.816278215459358,0.617442149294771,-79.3873736421486,-106.602769864494,0.382859063603116,-0.0496916176160192
0.3,0.9,0.01,0.4,0.8,0.9,0.4,"1",5202.1845703125,86.567,0.752820720666828,0.603679244861576,-85.9361419023434,-96.6356581225309,0.316598052137885,0.0983658974731489
0.3,0.9,0.01,0.5,0.5,1,0.2,"1",4005.37109375,70.378,0.873444792788385,0.620584215059119,-70.8388659667028,-114.21468415962,0.464859551278555,-0.268299322773296
0.3,0.9,0.01,0.5,0.4,0,0.3,"1",4830.962890625,97.474,0.815469555517185,0.650187567792001,-79.1849029466433,-96.7295691348329,0.383228412703053,0.086928635260568
0.3,0.9,0.01,0.5,0.3,0.8,0.4,"1",5142.40185546875,87.458,0.753686610808562,0.616500926175905,-85.5608069847428,-102.466498455333,0.323986605981159,0.0152950736919471
0.3,0.9,0.01,0.6,0.7,1,0.2,"1",4178.17578125,73.348,0.872034154123082,0.646704938382794,-70.9935907827496,-105.560591430364,0.46051980696782,-0.120455757147316
0.3,0.9,0.01,0.6,0.9,0.7,0.3,"1",4811.80078125,80.031,0.814702922547671,0.65791795382162,-79.859047344452,-95.5542091461961,0.377143945652983,0.0703075048707043
0.3,0.9,0.01,0.6,0.4,0.2,0.4,"1",5086.31396484375,82.259,0.780240727477885,0.645495242991513,-84.0092395931087,-96.4336404247972,0.333813507105951,0.0509480568483955
0.3,0.9,0.155,0.4,0.1,0.2,0.2,"1",4853.3505859375,80.815,0.803348463354332,0.622487705511469,-81.0177305137809,-101.51680192566,0.362680853245199,-0.0121360906080156
0.3,0.9,0.155,0.4,0.8,0.5,0.3,"1",5178.05908203125,85.999,0.73282546065727,0.598848070817913,-87.9676646414071,-111.878158332184,0.298187048525302,-0.199023935443344
0.3,0.9,0.155,0.4,0.6,0.3,0.4,"1",5339.814453125,86.911,0.727617756314928,0.636577119578505,-88.5613118384429,-94.0629605566724,0.291295628187551,0.12095188354102
0.3,0.9,0.155,0.5,0.2,0.7,0.2,"1",4753.798828125,78.364,0.809146507418461,0.615630266196656,-79.604005684041,-109.733987862422,0.378392972295934,-0.145053908757262
0.3,0.9,0.155,0.5,0.4,0.6,0.3,"1",5016.56005859375,81.676,0.78213221666676,0.623424661836853,-83.3431215769784,-99.9010543518287,0.338880508589488,-0.00349434724389726
0.3,0.9,0.155,0.5,0.6,0.6,0.4,"1",5503.8759765625,91.119,0.690048188113572,0.588886053343108,-91.5261867475039,-95.292633681219,0.25612318647397,0.118444683695054
0.3,0.9,0.155,0.6,0.8,0.8,0.2,"1",4636.7080078125,74.356,0.829129037496201,0.641563048928511,-77.2877839417714,-111.031640528229,0.39948111855182,-0.244447043777734
0.3,0.9,0.155,0.6,0.9,1,0.3,"1",4832.904296875,79,0.764680077227471,0.645844981385796,-84.3457867227912,-95.2063646536619,0.332059218889598,0.0889798922870096
0.3,0.9,0.155,0.6,0.1,0.1,0.4,"1",5479.65576171875,92.455,0.705511539421253,0.590489033814375,-90.455892343796,-96.8155987910036,0.268837732068745,0.0735803506455845
0.3,0.9,0.3,0.4,0.6,0.4,0.2,"1",4544.44189453125,76.12,0.85127359849561,0.627617758955941,-74.7321967245077,-115.913772532829,0.426821858887553,-0.511959406384436
0.3,0.9,0.3,0.4,0,0,0.3,"1",4722.796875,68.33,0.725043711912278,0.641142568890331,-90.9617127383878,-96.204326502761,0.280948580860035,0.0699434086030767
0.3,0.9,0.3,0.4,0.5,0.2,0.4,"1",5388.8203125,85.882,0.705735729578996,0.581331689154046,-89.7643374246866,-99.4662044688818,0.278052106879983,0.0514222669511025
0.3,0.9,0.3,0.5,0.4,1,0.2,"1",4632.49951171875,76.475,0.787875476943737,0.623091166415442,-81.8687341814599,-101.254733780841,0.361359998596335,-0.0301047710782826
0.3,0.9,0.3,0.5,0.5,0,0.3,"1",5240.21435546875,85.028,0.738512192097439,0.606540351550742,-87.3894231300263,-110.179372443116,0.297692727129567,-0.399034423779263
0.3,0.9,0.3,0.5,0.6,1,0.4,"1",5141.681640625,86.07,0.683885115573918,0.628042002379705,-91.1633811920579,-100.186364829563,0.265244264513361,-0.0163300790446947
0.3,0.9,0.3,0.6,0.5,1,0.2,"1",4695.09912109375,78.467,0.785871786604764,0.624242056331784,-83.0518312558276,-111.576616867877,0.352724466619064,-0.187301587596867
0.3,0.9,0.3,0.6,0.6,0.8,0.3,"1",5184.30517578125,85.472,0.743059225380986,0.576595902548322,-87.161839548624,-114.380370804454,0.304088641602204,-0.528136464933499
0.3,0.9,0.3,0.6,0.1,0.5,0.4,"1",5379.8935546875,94.689,0.693702318781754,0.606878236911805,-90.7295838475592,-93.0177746958392,0.273929535476108,0.141993688590902
0.3,1,0.01,0.4,0.8,0.5,0.2,"1",4410.26904296875,73.423,0.857217700298467,0.649282323552091,-73.3016529797739,-109.75424459076,0.439449487587271,-0.216134952780044
0.3,1,0.01,0.4,0.8,0.7,0.3,"1",4799.3896484375,79.015,0.808685156271295,0.654393612568165,-79.8128416785921,-96.1708100331751,0.375751133538251,0.087848487623985
0.3,1,0.01,0.4,0.5,0.3,0.4,"1",5236.40966796875,90.208,0.774812909058277,0.59406182891104,-84.7219601222248,-96.3860336755148,0.325420378703262,0.100591264128354
0.3,1,0.01,0.5,0.9,1,0.2,"1",4235.7509765625,71.406,0.858732728316289,0.647215725529877,-73.5687621418129,-117.86210662883,0.438703830353296,-0.403767291602359
0.3,1,0.01,0.5,0.8,0.6,0.3,"1",4908.63720703125,82.059,0.810132003564491,0.614214513482949,-80.2767040446604,-98.4298008799702,0.368914035070142,0.065831692291457
0.3,1,0.01,0.5,1,0.3,0.4,"1",5079.3115234375,83.731,0.768680550489998,0.603668015109831,-84.6660925945113,-98.4521683839672,0.326297394950796,0.0988275602147308
0.3,1,0.01,0.6,0.1,0.3,0.2,"1",4312.61376953125,73.606,0.869107742191082,0.612977851771543,-71.8930715494121,-113.665978920658,0.45824172437662,-0.177548655825632
0.3,1,0.01,0.6,0.6,0.9,0.3,"1",4744.0458984375,77.886,0.823760744123958,0.634096492788415,-77.9374051102362,-106.915423574774,0.39600881296741,-0.0602644436802996
0.3,1,0.01,0.6,0.1,0,0.4,"1",5121.92041015625,81.847,0.786792918040302,0.621352731880226,-83.5088459542186,-98.462655741067,0.336910560905427,0.0501779055765153
0.3,1,0.155,0.4,0.3,0.7,0.2,"1",4559.30419921875,74.776,0.836398956389199,0.655194714449297,-76.6642369501706,-105.594135517347,0.411665134129375,-0.0442767762122177
0.3,1,0.155,0.4,0.4,0.6,0.3,"1",5027.16357421875,98.952,0.775926052494868,0.607676248231182,-83.8075034749642,-110.23696551822,0.338332735342616,-0.251923963194745
0.3,1,0.155,0.4,0.4,0.7,0.4,"1",5362.22998046875,90.34,0.710188641536053,0.598016360376228,-89.8961625980304,-103.961831693975,0.274630230665874,-0.170874613302297
0.3,1,0.155,0.5,0.3,0.2,0.2,"1",4740.07080078125,77.726,0.831166516868722,0.646238468765376,-77.944268011865,-105.219036306316,0.393245633373397,-0.143617012872584
0.3,1,0.155,0.5,0.1,0,0.3,"1",5124.17626953125,81.95,0.747648706916621,0.644764625510576,-86.2435112440087,-95.1185840946216,0.315085427276106,0.0931829125495025
0.3,1,0.155,0.5,0.6,0.1,0.4,"1",5293.3388671875,88.352,0.727158544374997,0.605670124332742,-88.7672955937637,-95.1417245634739,0.283611369935877,0.0956729577482872
0.3,1,0.155,0.6,0.6,0.6,0.2,"1",4491.73779296875,73.835,0.855092717489463,0.663525262705783,-74.4096998204659,-105.292849253551,0.42769964908448,-0.128194583575849
0.3,1,0.155,0.6,0.2,0.7,0.3,"1",4916.33984375,84.503,0.808964891215901,0.655042469765402,-81.2097394890956,-100.115353765983,0.357828074582361,-0.0299843414646586
0.3,1,0.155,0.6,0.2,0.3,0.4,"1",5336.9443359375,87.182,0.727565702433881,0.596074595161871,-88.3268765566968,-96.189229372616,0.289493348057094,0.104253983312128
0.3,1,0.3,0.4,0.7,0.8,0.2,"1",4576.806640625,73.983,0.826273461002874,0.654313395224254,-77.5576011478116,-111.407965709606,0.407227123682887,-0.138202637052703
0.3,1,0.3,0.4,0.3,0,0.3,"1",5063.52685546875,83.656,0.760905610334446,0.633125257095845,-85.2411941180669,-102.587415578133,0.32328441070563,-0.055272278545536
0.3,1,0.3,0.4,0,0.9,0.4,"1",4833.75,70.097,0.69103938618576,0.614826075636498,-95.5024105968034,-99.0864802931217,0.247169658731822,0.0456558636504263
0.3,1,0.3,0.5,0.2,0.5,0.2,"1",4674.87109375,76.33,0.820899179072831,0.63762385641142,-78.5062753381548,-110.840214143141,0.39414247262476,-0.198370133332137
0.3,1,0.3,0.5,0.1,0.8,0.3,"1",5008.9443359375,83.452,0.772327434574918,0.646292506375094,-84.7114360595947,-96.1463899065381,0.332020376954752,0.0807736075148131
0.3,1,0.3,0.5,0.1,0.6,0.4,"1",5382.55078125,86.794,0.703176261144615,0.611801448054645,-90.2275721192483,-100.812125192566,0.274170095654442,-0.0167292345449866
0.3,1,0.3,0.6,0.1,0.8,0.2,"1",4581.3515625,77.656,0.828683566183489,0.650838919416285,-77.2396519715338,-106.519992226297,0.403741141783543,-0.127451129237637
0.3,1,0.3,0.6,0.3,0.7,0.3,"1",5238.3623046875,86.332,0.748512655488631,0.580780224243566,-86.6609929354684,-107.461767887529,0.304624364798651,-0.367935392551839
0.3,1,0.3,0.6,0.2,1,0.4,"1",5108.21728515625,84.173,0.680593665445533,0.592859868731565,-92.1257923211535,-95.92592662835,0.254079131425026,0.092717143403891
0.01,0.8,0.01,0.4,0.1,0.9,0.2,"2",4439.91357421875,74.03,0.836396143743076,0.624074018715962,-76.1362429625355,-104.334999990235,0.411915255031226,-0.00508811802975008
0.01,0.8,0.01,0.4,0.5,0,0.3,"2",4903.8603515625,79.233,0.812038890047856,0.626411094845131,-79.739666550426,-97.1618054725585,0.376372734640413,0.0918452325671367
0.01,0.8,0.01,0.4,0.4,0.9,0.4,"2",5489.3173828125,93.003,0.721479350854468,0.569946062174856,-89.5572516799898,-99.8390209004647,0.286367535188439,0.0561251533029698
0.01,0.8,0.01,0.5,0.6,0,0.2,"2",4586.142578125,73.508,0.850143133276377,0.622987443865534,-74.3783962096161,-103.144321516441,0.429258226585954,-0.0334492290515652
0.01,0.8,0.01,0.5,0.1,0.4,0.3,"2",4936.12060546875,83.378,0.802405807158653,0.641559818138036,-80.9147478026592,-95.1863889309859,0.366888762863227,0.111403979761037
0.01,0.8,0.01,0.5,0.7,0.3,0.4,"2",5286.2216796875,85.328,0.741935999645964,0.611599690705083,-87.3875031937702,-94.0024747206862,0.30536702608666,0.126665781630489
0.01,0.8,0.01,0.6,1,0.3,0.2,"2",4642.65966796875,76.293,0.839145921770057,0.63780417423267,-76.5226415653533,-99.3457172991712,0.411777466895953,0.0591206942139357
0.01,0.8,0.01,0.6,0.7,0.1,0.3,"2",4996.146484375,77.696,0.784922497583495,0.648404192741362,-82.6697482738907,-95.4186023714152,0.354352122948696,0.101542876591482
0.01,0.8,0.01,0.6,0.9,0.7,0.4,"2",5189.79248046875,84.342,0.761512250222151,0.636139170793369,-85.3818113829836,-94.1454676568651,0.326391834933039,0.126641116386004
0.01,0.8,0.155,0.4,0.3,0.1,0.2,"2",4947.7529296875,81.482,0.799830080520072,0.64545072448312,-82.0672353359295,-99.4693527559204,0.355174075384675,0.0224483391453527
0.01,0.8,0.155,0.4,0.5,1,0.3,"2",5006.966796875,82.599,0.72850376776949,0.597974801732794,-87.9957067925035,-96.8439648844583,0.288392506147768,0.0930908173549096
0.01,0.8,0.155,0.4,1,0.6,0.4,"2",5451.703125,88.215,0.694591549667215,0.578455158695461,-91.2411616035817,-96.4639869261156,0.262846915675186,0.0983655862530391
0.01,0.8,0.155,0.5,0.5,1,0.2,"2",4647.2724609375,78.315,0.809899416262806,0.631122010646201,-80.9893913093699,-104.477048688347,0.368625808215819,-0.133535518617611
0.01,0.8,0.155,0.5,0,0.8,0.3,"2",4858.447265625,69.37,0.686004044654561,0.587069159744458,-93.6291496427938,-95.7489683267329,0.250237485500224,0.0805777572169278
0.01,0.8,0.155,0.5,0.1,0.7,0.4,"2",5519.404296875,89.498,0.679276506933092,0.584545967889425,-92.2980071640954,-95.1979006287443,0.256077276279418,0.114511311945349
0.01,0.8,0.155,0.6,0,0.1,0.2,"2",4589.072265625,65.746,0.75627573330967,0.609710920729676,-86.8238637639505,-99.5411976746959,0.306798081552621,0.014631705718642
0.01,0.8,0.155,0.6,0.3,0.7,0.3,"2",5138.2451171875,86.478,0.775414558742501,0.63441312174848,-84.3470584951087,-92.3361770268564,0.33139687427896,0.125636664617298
0.01,0.8,0.155,0.6,0.5,0.6,0.4,"2",5397.9228515625,87.948,0.731816174155064,0.594410195200903,-88.0934051072688,-95.2322015036755,0.292658882664677,0.106417338414759
0.01,0.8,0.3,0.4,1,0.6,0.2,"2",4853.5791015625,78.075,0.805427941073173,0.64655928143247,-80.6816071429333,-110.324065828721,0.366703380083204,-0.322354030591298
0.01,0.8,0.3,0.4,0.1,0.1,0.3,"2",5191.203125,82.403,0.75794874585047,0.64675699740331,-85.8620726818654,-94.2219118012584,0.316519853202607,0.102036351392671
0.01,0.8,0.3,0.4,0.1,0.5,0.4,"2",5607.9033203125,90.408,0.684309792017654,0.580893146708364,-91.8816192392402,-95.0490039761906,0.2517981933604,0.109412990439956
0.01,0.8,0.3,0.5,0.8,0.3,0.2,"2",4844.38037109375,80.472,0.813043821354811,0.635497844428471,-80.146511416635,-98.3542327723883,0.37467720741324,0.0492106312748143
0.01,0.8,0.3,0.5,1,0,0.3,"2",5088.34716796875,82.904,0.767838050648434,0.631074674788443,-85.7677220029046,-94.9947640825616,0.319141031524726,0.102679392668668
0.01,0.8,0.3,0.5,0.5,0.5,0.4,"2",5531.1474609375,87.393,0.692912266814566,0.577002807429065,-91.0897261556463,-97.4827233855916,0.25615667945488,0.0600643329824711
0.01,0.8,0.3,0.6,0.8,1,0.2,"2",4752.18896484375,80.515,0.79602043271522,0.6313586475194,-81.8922654009792,-102.435838421675,0.356251266951766,-0.0953441375057754
0.01,0.8,0.3,0.6,1,0.8,0.3,"2",5215.1552734375,84.198,0.764795421572402,0.647348223395751,-85.0121839914605,-93.2980442477835,0.325962174051385,0.116099288301643
0.01,0.8,0.3,0.6,0.9,0.1,0.4,"2",5527.71728515625,90.667,0.678650811974174,0.591204467598329,-92.1837768822784,-94.8895290074451,0.255730457275011,0.116328813830141
0.01,0.9,0.01,0.4,0.8,1,0.2,"2",4514.36474609375,74.543,0.836174761281396,0.609575561156976,-76.5314607948726,-106.750321387914,0.408456753967409,-0.105088708280189
0.01,0.9,0.01,0.4,0.2,0,0.3,"2",5015.9560546875,79.963,0.805955710100841,0.635588773951412,-81.4074163009405,-95.0033338144088,0.357916793994704,0.105410062273222
0.01,0.9,0.01,0.4,0.4,0.7,0.4,"2",5199.67333984375,84.22,0.751142366031522,0.613902934669132,-85.8234756221666,-94.1713534386884,0.319179623462657,0.121725281467021
0.01,0.9,0.01,0.5,0,0,0.2,"2",4281.32373046875,62.079,0.82067830339492,0.653275744632842,-79.7826378704741,-93.6403545355394,0.382747683585687,0.114499703741166
0.01,0.9,0.01,0.5,0,0.3,0.3,"2",4456.31298828125,65.679,0.779270816349962,0.628658415760931,-85.702973608173,-93.6794557620635,0.324063752074445,0.120545407989526
0.01,0.9,0.01,0.5,0.9,0.4,0.4,"2",5200.97216796875,83.703,0.758951004395185,0.602757073745458,-85.696056301963,-98.6950383746307,0.31636479364878,0.0581458705300029
0.01,0.9,0.01,0.6,0,0.1,0.2,"2",4461.7822265625,63.834,0.775810540142688,0.630796902846136,-84.5301903042551,-99.7238663542212,0.338640895572187,0.0253850398946213
0.01,0.9,0.01,0.6,0.1,0.4,0.3,"2",4956.978515625,80.332,0.801173308249685,0.615119469192359,-81.3153345052995,-99.3226357218631,0.362726682567441,0.0685316774532966
0.01,0.9,0.01,0.6,0.6,0.4,0.4,"2",5166.2470703125,83.41,0.771807804757049,0.599583487953586,-84.1379297469811,-97.8822575437115,0.332678947620514,0.0773546220817091
0.01,0.9,0.155,0.4,0.9,1,0.2,"2",4639.89453125,76.974,0.81357520264775,0.631078997363897,-79.5376897522496,-108.095162012836,0.380633929718423,-0.222459980830698
0.01,0.9,0.155,0.4,0,0,0.3,"2",4937.90869140625,70.391,0.692811308809384,0.6194552954229,-93.4351360553397,-100.527800527935,0.251982068268349,-0.0500665126046356
0.01,0.9,0.155,0.4,0.4,0.5,0.4,"2",5503.79541015625,86.966,0.696394560327456,0.642486367532723,-91.0923167762592,-91.9907209744569,0.263824771851429,0.14250378072142
0.01,0.9,0.155,0.5,0,0.2,0.2,"2",4612.0126953125,65.171,0.751249714345989,0.625591077365374,-87.6778516421329,-97.2784029807806,0.300898371145011,0.0752516056574796
0.01,0.9,0.155,0.5,0.7,0.1,0.3,"2",5101.13232421875,83.648,0.766168598352427,0.630583670221351,-84.6820200828316,-96.6861125165586,0.332381905826391,0.0798619631238274
0.01,0.9,0.155,0.5,1,0.8,0.4,"2",5445.91796875,88.258,0.711757770313152,0.576843614336155,-89.593097713897,-97.6851880451995,0.279456513174112,0.0698867011533117
0.01,0.9,0.155,0.6,0.3,0.3,0.2,"2",4937.1376953125,80.286,0.78691016441201,0.616310710401184,-82.1848082975521,-103.060908927936,0.35526178968776,-0.0521515490502277
0.01,0.9,0.155,0.6,0.5,0.3,0.3,"2",5053.51953125,84.199,0.776499076907704,0.610933630639513,-83.7998414535392,-101.017682381209,0.335336618049998,-0.0229845505825472
0.01,0.9,0.155,0.6,0.7,0.4,0.4,"2",5405.62744140625,87.738,0.701069522934477,0.589225230245584,-90.018011424491,-97.3092039018066,0.273063202586285,0.0650284825993286
0.01,0.9,0.3,0.4,1,0.8,0.2,"2",4870.080078125,79.789,0.808260050039956,0.64039900066701,-80.4307660771847,-107.785200164662,0.370413298614315,-0.260737314367156
0.01,0.9,0.3,0.4,1,0.9,0.3,"2",5269.5166015625,84.946,0.735940891608857,0.605578362624398,-86.9678842652971,-100.37813418537,0.308889062425543,0.00756947381514679
0.01,0.9,0.3,0.4,0.6,0.4,0.4,"2",5484.0830078125,86.601,0.698012486706778,0.607711182482069,-90.6904025278256,-95.8869105386516,0.267639424761894,0.0928370973007747
0.01,0.9,0.3,0.5,0.4,0.9,0.2,"2",4824.96923828125,77.269,0.811076566353536,0.627784856282299,-80.0782429438501,-99.7631424310481,0.372010195770219,-0.00644319496572042
0.01,0.9,0.3,0.5,0.3,0.6,0.3,"2",5195.3310546875,82.353,0.758787596935455,0.595420535110433,-85.9043560862477,-109.01435338552,0.316495076304181,-0.266858955742124
0.01,0.9,0.3,0.5,0.5,0.1,0.4,"2",5543.634765625,89.944,0.678743144215808,0.614115228354892,-91.8794643349466,-92.9643575145323,0.256840515330179,0.113162372412669
0.01,0.9,0.3,0.6,0.1,0.6,0.2,"2",5012.541015625,80.74,0.788215442915938,0.648229979157356,-82.8248643610028,-98.9050390717971,0.349514399113869,-0.00265272821151625
0.01,0.9,0.3,0.6,0.4,0,0.3,"2",5137.1728515625,82.666,0.767800251209258,0.649152826665614,-84.9056251623489,-93.5270357588365,0.321755410907887,0.119696621143531
0.01,0.9,0.3,0.6,0,0.1,0.4,"2",5096.9794921875,69.725,0.642031607561123,0.603772075032731,-96.9723129854531,-92.0558151673969,0.215005564307571,0.136879929572748
0.01,1,0.01,0.4,0.2,0,0.2,"2",4668.060546875,73.826,0.84128791678686,0.653336003711643,-76.3736016498835,-97.059054337731,0.406795582987406,0.0661127390063294
0.01,1,0.01,0.4,0.9,0.9,0.3,"2",4873.7998046875,78.924,0.805118733450428,0.647201173719716,-80.3826846412775,-99.0196727597029,0.372122815745698,0.0563950694278281
0.01,1,0.01,0.4,0.5,0,0.4,"2",5176.224609375,84.226,0.78450731218375,0.621923520556833,-83.8988276527335,-94.2951779686887,0.331186894668919,0.110061944941861
