elevation.scale,mean.NDVI.scale,mean.EVI.scale,mean.green.scale,mean.bright.scale,mean.wet.scale
1.6059455310084,-2.08879871265289,-2.51537534508469,-0.925149668396455,-0.136787309737025,-0.607647661470925
2.26281207685921,-0.0234644915673318,-0.946571206755592,-0.0239744553459152,-0.0575639189110516,-0.178410964901714
2.5277680794848,-0.513637146704971,-1.49136492681843,-1.25335119969872,-1.00824460882273,-0.159106669024263
-0.902468676405196,-0.0675249549504904,0.310742077741281,-1.26300418591349,-1.09843739222461,-0.0921094068613438
-1.15802143841271,0.329019215497937,0.678982277413385,-1.00995804728338,-1.02713634048123,0.0509694919950599
-1.17384207798294,0.604397111642677,1.32844701313644,1.39570401724097,0.950401376674793,0.359838226034281
-0.0821748342850299,0.609904669565571,0.801308645112679,1.01716905781883,0.550018547654297,0.760686252195475
0.124335999788903,1.03949418755137,1.00434519356203,1.24746172894268,0.606693742629801,0.439326503176727
-0.734088760461176,-2.46331265140974,-1.954187369557,-1.20163877354815,0.091741702260975,-1.7272968223631
-0.307178955733887,0.439170373955833,0.441896121460112,-0.424573383258971,-0.649301707311206,0.552881184808794
-0.204018679374266,0.49424595318478,0.457029280350747,-0.449395347811243,-0.673068724558998,0.614200712890109
-0.395136267776024,0.41163258434136,0.662588021948531,-0.241856144193636,-0.505480782427131,0.694824536848877
-0.409250140705573,0.742086059715047,0.969034489483878,0.192528235471123,-0.288530573703697,0.90603624468452
-0.607328934300898,-0.238259250560231,-0.110464178048042,-0.681756515981122,-0.451852640944934,-0.365776189594624
-0.498347364253349,0.384094794726884,0.483512308409356,0.484186318960319,0.191685056841434,0.66870696007350094
-1.48183153774797,-0.0124493757215434,0.540261654249237,0.74895394085122,1.0637517666258,-1.29011129807964
-0.259411081567475,-0.535667378396552,-0.302150857329412,-1.49812335014473,-1.205693675189,-0.0705340173512512
-0.434761953554945,0.35655700511241,0.52891178508126,0.271131123219985,0.19899798522537,-0.235188305717748
0.0708978158030214,0.797161638943996,0.550350426842994,-0.115677824386253,-0.584094762554443,0.806108124848302
-0.012983526015312,0.868759891941628,0.839141542339266,0.271131123219985,-0.273295306237163,0.817463593011508
0.734142018964129,-0.695386558160502,-1.0953806025135,-1.04236450100441,-0.762652097262214,-0.0693984705349305
0.161374871141108,0.433662816032937,-0.19874093824341,-1.70566255376234,-1.78219619612262,0.533576888931342
1.30211669123696,0.731070943869258,0.324614140057695,0.817214343369968,0.224593234569146,0.797023750317736
1.24452158088959,0.081179108967668,-1.40182707004884,-0.784491869266914,-0.637722904036641,-0.709846874939785
1.31009194003986,1.13863023016347,0.380102389323355,0.517282271696682,-0.0118581165114516,0.138406596851751
1.73848085320719,0.934850587016366,0.540261654249234,2.76987555481536,2.25697791460469,-0.675780470450165
1.56066667231386,0.312496541729252,-0.220179580005141,0.413167920380207,0.0630993994238924,0.596031963828979
1.15359837061648,0.675995364640311,0.45072379747965,1.61772270018074,1.10214464064147,0.13613550321911
1.51299837009411,0.41163258434136,-0.0965921157316282,0.0401489530807873,-0.0490321691297929,-0.231781665268786
1.11107385652711,0.246405846654514,0.458290376924965,0.737232457590425,0.431183461415338,0.673249147338784
0.538243182346724,0.70904071217767894,0.516300819339065,0.764122919188719,0.282487250941972,0.701637817746801
0.284784396290686,0.180315151579776,-0.101636502028506,0.77239690737281,0.6335078133709,0.23833471668797
0.588945339819017,0.466708163570307,0.174543647725571,0.339391525738733,-0.0118581165114516,0.603980791543223
-0.551767228937419,0.351049447189516,0.713031884917311,0.252514649805781,0.00703361514704974,0.514272593053891
-1.13920225093691,0.49424595318478,1.01317286958156,1.61082771002733,1.25145026181349,0.213352686728915
-0.015464268332191,0.351049447189516,0.372535809878038,0.402135936134753,0.219108538281194,0.306467525667209
0.2143225790272,-0.981779570151032,-0.700657374782783,0.331117537554642,0.863865057464884,-0.483873058491973
-0.345700776806699,-0.750462137389449,-0.438349287345121,-0.225997666840795,-0.0764556505695529,0.380278068728053
0.310415281576253,-0.717416789852081,-0.261795766954387,-1.25748819379076,-1.06735744659288,0.421157754115597
-1.18635304165467,-0.827567948309977,-0.0638036048019206,0.172532764026238,0.617663135205705,-0.284016818819536
-0.881349868921417,0.141762246119512,0.760953554737654,0.882716749827352,0.813283969475993,0.15430425228024
-0.00276006912623463,0.642950017102941,0.66384911852275,0.01118999443647,-0.369582196625654,0.673249147338784
0.341661816493251,-3.12972716008001,-2.5935633326863,0.331807036569983,2.16130043491486,-1.84198705081149
-0.837770240744661,-2.61752427325079,-1.79150591148268,0.612433135813724,2.75120999121903,-4.12784279206499
-0.6800342324792,-1.16903653952946,-0.857033349986006,0.86547927444383,1.68656950065768,-1.36959957522209
