Sample	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150
150801-M1-S2_BDSW190602986-1a_2_val_2	5188.0	5075.0	5438.0	5626.0	5335.0	5856.0	6105.0	5778.0	6356.0	6626.0	6096.0	6817.0	7423.0	7242.0	8032.0	8645.0	9162.0	11112.0	12153.0	15751.0	22610.0	32057.0	90050.0	813784.0	10107428.0	15657775.0
150801-M2-S1_BDSW190602987-1a_1_val_1	3888.0	3750.0	3847.0	4234.0	4378.0	4542.0	4422.0	4695.0	4875.0	5221.0	5662.0	6095.0	6471.0	7488.0	7303.0	8238.0	9382.0	10510.0	12623.0	16276.0	23532.0	36356.0	96294.0	865403.0	10312447.0	15496283.0
150801-M2-S1_BDSW190602987-1a_2_val_2	5241.0	5561.0	5526.0	6006.0	6377.0	6410.0	6776.0	7249.0	7525.0	7981.0	8358.0	9019.0	9150.0	9935.0	10912.0	11912.0	13932.0	15587.0	17977.0	22307.0	31205.0	48390.0	123210.0	935119.0	10350304.0	15282246.0
150801-M2-S2_BDSW190602988-1a_1_val_1	5386.0	5415.0	5733.0	6081.0	5701.0	6048.0	6220.0	5920.0	6454.0	6939.0	6652.0	7154.0	8006.0	8248.0	8335.0	8916.0	10187.0	11206.0	13210.0	16641.0	23253.0	35129.0	97714.0	883309.0	11219707.0	17241003.0
150801-M2-S2_BDSW190602988-1a_2_val_2	7285.0	7448.0	7813.0	8207.0	8335.0	8517.0	8965.0	8967.0	9686.0	10192.0	9706.0	10758.0	11345.0	11464.0	13088.0	13513.0	15354.0	17280.0	19596.0	24409.0	33295.0	49621.0	126241.0	965186.0	11296823.0	16955473.0
150802-M1-S1_BDSW190602989-1a_1_val_1	3239.0	3169.0	3267.0	3497.0	3359.0	3329.0	3602.0	3639.0	3666.0	4124.0	3742.0	4175.0	4754.0	5121.0	5098.0	5297.0	6032.0	6545.0	7970.0	10239.0	14603.0	22735.0	71619.0	725718.0	9889203.0	15391617.0
150802-M1-S1_BDSW190602989-1a_2_val_2	4304.0	4428.0	4718.0	4728.0	4867.0	5213.0	5537.0	5497.0	5639.0	6102.0	6217.0	6679.0	7165.0	7544.0	8079.0	8998.0	9794.0	11241.0	13208.0	17095.0	22621.0	33631.0	93881.0	792251.0	9939186.0	15180736.0
150802-M1-S2_BDSW190602990-1a_1_val_1	2581.0	2564.0	2707.0	2786.0	2852.0	2878.0	3102.0	3030.0	3302.0	3568.0	3384.0	3765.0	4087.0	4616.0	4531.0	5020.0	5697.0	6350.0	7641.0	9816.0	14184.0	21703.0	67413.0	703094.0	9201054.0	14468765.0
150802-M1-S2_BDSW190602990-1a_2_val_2	4433.0	4516.0	4923.0	4893.0	5184.0	5354.0	5701.0	5947.0	6118.0	6477.0	6385.0	6808.0	7366.0	7746.0	8482.0	8946.0	10412.0	11530.0	13381.0	16762.0	22952.0	34306.0	94583.0	789367.0	9331861.0	14136057.0
155365-M1-S1_BDSW190602991-1a_1_val_1	3734.0	3455.0	3783.0	4145.0	3762.0	4112.0	4544.0	4193.0	4599.0	4923.0	4581.0	5163.0	5467.0	5355.0	5910.0	6361.0	6646.0	7815.0	8928.0	10878.0	16406.0	24521.0	73028.0	719442.0	9716852.0	15063130.0
