"uniqueID","clearcut","insideHJA","oldGrowthIndex","elevation_m","canopyHeight_m","precipitation_mm","minT_annual","maxT_annual","mean.NDVI","mean.EVI","mean.green","mean.wet","mean.bright","l_p25","l_p95","l_rumple","B1_median","B2_median","B3_median","B4_median","B5_median","B6_median","B7_median","B10_median","B11_median","lg_DistStream","lg_DistRoad","lg_YrsDisturb","lg_cover2m_max","lg_cover2m_4m","lg_cover4m_16m","be10","tri","slope","aspect","Nss","Ess","twi","ht","ht.r250","ht.r500","ht.r1k","cov2_4","cov2_4.r250","cov2_4.r500","cov2_4.r1k","cov4_16","cov4_16.r250","cov4_16.r500","cov4_16.r1k","be500","mTopo","cut.r1k.pt"
"HOBO-349_M1_S1","no","yes",66,563.654451048,53.35998535,2121.790039,3.549999952,15.27000046,0.89475,2.20675,1388,-251.25,1548,16.2900009155273,60.1775016784668,6.22287845611572,30.5,57,177.5,105.5,1904,663.5,261.5,2989.5,2979.5,5.76110530803407,2.91062421210962,5.29832236653554,-0.147018111224341,-4.2960820203022,-1.62193051878994,562.024230957031,2.57709503173828,16.9114241792725,298.964700160635,0.48427067644735,-0.8749182315698,7.16022740602092,60.1775016784668,37.2673979102534,35.7976253490255,34.9541366721187,0.0126218246296048,0.0100147133649494,0.0200102148734736,0.0201078802245127,0.196517020463943,0.110123486555372,0.147472989033824,0.14861192798529,590.695706417482,-28.6714754604504,0.371184022824536
"HOBO-351_M1_S1","no","yes",47,895.9473961128,93.67993164,2075.419922,4.079999924,14.86999989,0.8995,2.03275,1135.75,-145,1238.25,12.4475002288818,42.9099998474121,6.62051343917847,-6,28,166,90.5,1623,478.5,185,2974,2969.5,6.43171819202085,2.87487106210932,5.29832236653554,-0.0880622788360094,-3.25307115652078,-1.45332285303574,896.798583984375,2.50049591064453,17.7075699986978,358.747866282938,0.999761213991867,-0.0218521165452534,6.75567759704151,42.9099998474121,38.0744238394767,36.690309943137,33.8827215427544,0.037655308842659,0.0242917719023696,0.0260011661467691,0.024174742302437,0.232792139053345,0.119735188002353,0.154632265476426,0.15210949176957,905.485827517103,-8.68724353272785,0.394008559201141
"HOBO-353_M1_S1","yes","yes",38,852.0348393864,41.26000977,2075.419922,4.079999924,14.86999989,0.91925,2.2385,1852.5,-82.5,1857.25,19.2625007629395,35.1399993896484,4.82549047470093,13.5,45.5,199.5,102,2477.5,610.5,211,2972.5,2966.5,6.96541474671806,2.53440155683766,4.00735136688537,-0.0178239964306264,-4.52929307369025,-1.92490515482271,852.096801757812,0.618606567382812,4.31277869014458,86.8167295592381,0.0555299720015012,0.998457020712215,5.75061489730751,35.1399993896484,34.4933166503906,35.512907749803,35.2932811516328,0.00978829991072416,0.0154830180127429,0.0237359477860458,0.0225739478138355,0.14488959312439,0.10565686940657,0.14443183526986,0.137836050571307,889.399619387317,-37.302817629504,0.267047075606277
"HOBO-357_M1_S1","yes","yes",44,873.1605450648,124.2800293,2220.060059,4.170000076,14.56999969,0.916,2.18125,1712.25,-85,1729.75,19.4699993133545,34.4000015258789,4.68758344650269,9,38.5,191,99,2259,568,195.5,2976,2970.5,5.42405825654466,2.25521614333566,4.07755439291463,-0.0157410778256407,-3.89676840899951,-2.02515388562233,873.339416503906,0.859123229980469,6.08030465220058,337.196383765294,0.921838691627812,-0.387573769259381,7.85007021032319,34.4000015258789,30.2933372972746,32.7962787065953,32.8362578431119,0.0193074308335781,0.0159418519525549,0.0282854712048584,0.0232423133541999,0.130973532795906,0.117109831972015,0.194367513979919,0.149548242753369,924.798475756367,-51.4590592524603,0.423109843081312
"SM-01_M1_S1","no","yes",54,654.2165883384,89.15014648,2126.570068,3.450000048,15.14999962,0.894,2.1675,1463.5,-182.5,1600.5,32.4700012207031,51.3600006103516,5.83851337432861,27,56,209,116.5,2019.5,632,233.5,2996.5,2989.5,5.23001387185058,4.21466299467159,5.29832236653554,-0.018042577295087,-3.85171328315308,-2.76469779751691,654.503723144531,2.51351165771484,17.9237372644508,183.162835281355,-0.998476762571527,-0.055173857982586,6.85608010590803,51.3600006103516,37.0151245552776,37.259774609155,36.7093657960762,0.0202433094382286,0.0174532872070816,0.0179970644404096,0.016780465995719,0.0619951337575912,0.135506370752586,0.128714648782152,0.124515173789945,659.483767085795,-4.98004394126326,0.303851640513552
"SM-02_M1_S1","no","yes",59,711.327,50.95996094,2034.599976,3.859999895,14.81000042,0.88025,2.057,1411.75,-211.75,1594.5,32.810001373291,67.3525009155273,8.82662105560303,15.5,52.5,207.5,120,1894.5,616.5,243.5,2993,2984.5,5.88492467934332,3.40569128759069,5.29832236653554,-0.00307440708595413,-5.69569220239075,-2.8547805831097,712.469543457031,2.98696899414062,20.742548259401,142.991246718555,-0.798543559291137,0.601937026535702,3.84234272246244,67.3525009155273,43.0754723994377,43.1137218545401,37.2963472012821,0.00236041028983891,0.0288614967457667,0.0282946145357883,0.0226336687931905,0.0565684512257576,0.128841181817403,0.143630521637075,0.133899857319446,734.229041367762,-21.7594979107304,0.348074179743224
"SM-03_M1_S1","no","yes",81,628.0159922256,60.51000977,2224.189941,4.059999943,14.85999966,0.87675,2.13375,1296.25,-282.75,1518.75,10.4700002670288,66.6900024414062,11.8424663543701,24,60.5,197,118,1798.5,680.5,276,2986.5,2979,5.88126893479798,4.96146626256565,5.29832236653554,-0.0100640404399968,-3.02812682897651,-1.19984993512112,627.41162109375,1.80701446533203,12.6970507971296,346.373336541228,0.971851468392579,-0.235594404397024,4.79966328744045,66.6900024414062,38.9267248991864,38.8423259803415,36.7568231104848,0.0474062263965607,0.0229060255636777,0.02477842796174,0.0203823490294283,0.300239413976669,0.147021769869035,0.154319752958007,0.158275709180196,644.99139111471,-17.5797700209604,0.323252496433666
"SM-04_M1_S1","no","yes",47,861.361748952,76.77001953,2053.75,3.589999914,14.51000023,0.89425,2.1075,1819.25,-185.75,1957,21.8099994659424,57.7400016784668,6.9090313911438,19,61,239,135.5,2449.5,733,264,2989,2982.5,6.02460337974577,5.56027465205698,5.29832236653554,-0.000511585419722386,-6.21867831016763,-2.38578808600486,860.746520996094,1.8306884765625,13.2692826741837,137.600836218059,-0.738465181827661,0.674291609934633,7.98358800163963,57.7400016784668,42.6444722343894,40.0694503968084,35.6345646203454,0.00099187612067908,0.0094046397754251,0.0211083749419758,0.029966378628963,0.0910164341330528,0.0547396708537654,0.126103138825852,0.150357632852074,884.845919631904,-24.0993986358098,0.518402282453638
"SM-06_M1_S1","no","yes",62,788.9352116616,11.55981445,2271.949951,3.970000029,14.97000027,0.88425,2.011,1309.25,-227.75,1470,7.69750022888184,77.4225006103516,8.64867115020752,-4,37.5,179,110.5,1823.5,622,251,2978.5,2973,6.12492078612729,4.37365368604275,5.29832236653554,-0.0970670529081211,-2.56629104524819,-1.08858869470545,787.9755859375,1.98642730712891,13.4941155989843,208.430274977755,-0.879397131176221,-0.476088947234686,7.18745408216455,77.4225006103516,37.4127023492305,36.5814623118979,38.804200485996,0.0758199393749237,0.0209549937376496,0.0222820542882414,0.0214528574315687,0.335691332817078,0.177202928785531,0.176081149232735,0.164847796338507,801.639929340583,-13.664343403083,0.251925820256776
"SM-07_M1_S1","no","yes",46,1054.233102096,182.6999512,2255.840088,3.059999943,13.97000027,0.899,2.037,1664.25,-169.25,1763.25,25.5599994659424,59.3499984741211,6.84171199798584,-13.5,32,196.5,111.5,2185,637,245.5,2982,2973.5,7.10938162593663,5.48378648498519,5.29832236653554,0.000361866795991557,-6.63085855799471,-3.50815965406356,1054.89416503906,2.41020202636719,17.2017276373251,172.515776502654,-0.991480764425421,0.130253191033396,5.94132053963496,59.3499984741211,36.1425985712494,39.5169894548597,38.2698465036268,0.00031903013586998,0.00596552105651168,0.0106007440399288,0.0121167425222929,0.0289519857615232,0.0754271368435697,0.0706587434029072,0.0915495436672015,1049.00946845459,5.88469658446866,0.168330955777461
"SM-08_M1_S1","no","yes",73,1197.3641606136,67.23999023,2297.310059,2.769999981,13.68000031,0.8625,1.89825,1527,-297,1788,31.7399997711182,56.3400001525879,8.26057624816895,-6.5,42,229.5,153,2115,760,326,2974,2967.5,5.3807678957068,4.47898035414938,5.29832236653554,-0.0268642846956976,-4.28289567239285,-2.35063593639673,1196.03894042969,3.90385437011719,26.866273190346,184.614561389158,-0.99675846417564,-0.0804522472912991,6.22743144404117,56.3400001525879,36.2184481406294,34.8844348002837,32.8274623500023,0.0128026362508535,0.0413324073968926,0.0536574585673763,0.0467601067597446,0.0943085327744484,0.213973048152757,0.240784156820596,0.184422117274767,1189.11083892721,6.92810150247465,0.202853067047076
"SM-09_M1_S1","no","yes",78,1225.8660116616,164.0200195,2285.300049,2.819999933,13.47999954,0.89625,1.914,1407.25,-172.25,1507.5,31.1100006103516,54.2000007629395,6.44353246688843,-36.5,14.5,178,105,1903,578,224.5,2966,2960.5,6.94628915535549,5.44309218085103,5.29832236653554,-0.00606235631907352,-6.68335466433445,-3.8337234622991,1226.14868164062,2.18365478515625,16.7136134061632,313.026470806959,0.682336174677323,-0.731038538468881,4.3805181792101,54.2000007629395,34.9223823613361,32.6742057108463,33.4775814335552,0.000251572317210957,0.0372211869042353,0.0484387919487378,0.0364779200515427,0.0206289310008287,0.0838425962212512,0.139367386785099,0.157128471259883,1212.98628204104,13.1623995995819,0.221398002853067
"SM-PG_M1_S1","no","yes",77,465.127851048,104.1099854,2031.430054,3.960000038,15.86999989,0.8755,2.32025,945,-195.5,1109.5,28.9200000762939,64.5650024414062,6.50356245040894,35.5,55,150,91,1367.5,479.5,185,2989,2980.5,4.9614688563448,3.12051201596058,5.29832236653554,-0.0198363557301956,-6.06639935229482,-2.49577415882812,465.107116699219,0.907081604003906,6.64618540389274,302.481867055691,0.537032665271877,-0.843561447928356,7.4251544571116,64.5650024414062,41.2694377965168,41.0408687123035,37.1976001384291,0.00131950993090868,0.0171582002352253,0.0199684426315147,0.02044117387765,0.0814326107501984,0.129166849692284,0.127355996303307,0.132055066654278,519.673051676173,-54.5659349769544,0.240513552068474
